,id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,Term in Months,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,acc_now_delinq,delinq_amnt,pub_rec_bankruptcies
26878,561851,723030,25000,20950,20300.58222,60,11.86%,464.55,B,B5,Mountain Mortgage Corp.,6 years,RENT,30500.0,Verified,Aug-10,Charged Off,small_business,Alfredo's Loan,072xx,NJ,7.83,0,Sep-96,0,0,0,12,0,11606,15.50%,34,0.0,0.0,16430.86,15424.32,10305.16,5488.16,0.0,637.54,6.37539998,Jul-13,61.2,,Dec-13,0,0,0.0
26879,561707,722868,21000,21000,19582.91,60,15.58%,506.01,D,D3,Northrop Grumman,2 years,OWN,140000.0,Verified,Aug-10,Charged Off,debt_consolidation,William's Consolidation,921xx,CA,4.93,3,Aug-98,0,3,0,11,0,6117,24.80%,36,0.0,0.0,4383.21,4116.59,1166.97,1343.79,25.13385075,1847.31,470.6614,Jul-11,400.0,,Sep-11,0,0,0.0
26904,561487,722607,8400,8400,8350.0,60,16.45%,206.29,E,E1,"Forester Properties, Inc.",3 years,RENT,40800.0,Source Verified,Aug-10,Charged Off,debt_consolidation,Debt Consolidation,900xx,CA,19.88,0,Dec-99,1,0,0,11,0,4699,46.50%,17,0.0,0.0,10057.89,9998.15,4951.41,3505.8,0.0,1600.68,272.1156,Feb-14,31.98,,May-16,0,0,0.0
26906,561454,722563,22000,22000,22000.0,60,21.64%,603.13,G,G5,Winters Joint Unified School District,< 1 year,RENT,105000.0,Verified,Aug-10,Charged Off,debt_consolidation,Consolidation loan,956xx,CA,1.11,0,Feb-97,1,39,0,2,0,3131,69.60%,19,0.0,0.0,3007.35,3007.35,1066.94,1940.41,0.0,0.0,0.0,Jan-11,603.13,,May-16,0,0,0.0
26909,561392,722494,4000,4000,4000.0,60,15.21%,95.61,D,D2,Allegheny Podiatry Assoc,10+ years,MORTGAGE,36000.0,Not Verified,Aug-10,Charged Off,debt_consolidation,Lisa's High Percent Buster,151xx,PA,14.5,0,Dec-99,3,0,0,7,0,4464,46%,19,0.0,0.0,570.66,570.66,276.69,293.97,0.0,0.0,0.0,Mar-11,95.61,,May-16,0,0,0.0
26926,561192,722238,3250,3250,3250.0,36,6.39%,99.45,A,A1,Byers' Choice Ltd,10+ years,MORTGAGE,36000.0,Not Verified,Aug-10,Charged Off,debt_consolidation,Debt Consolidation Loan,189xx,PA,14.07,0,Jul-99,2,0,0,8,0,899,15.20%,29,0.0,0.0,496.65,496.65,414.62,82.03,0.0,0.0,0.0,Jan-11,99.45,,May-16,0,0,0.0
26927,561179,722222,12000,12000,11975.0,60,15.21%,286.81,D,D2,Village of Glendale Heights,7 years,MORTGAGE,61240.0,Not Verified,Aug-10,Charged Off,debt_consolidation,Debt Free,601xx,IL,6.49,0,May-98,1,73,0,6,0,6509,90.40%,25,0.0,0.0,3623.66,3616.18,1576.08,1572.23,0.0,475.35,4.78,Jul-11,286.81,,May-16,0,0,0.0
26928,561168,722209,20000,20000,18750.0,36,14.35%,686.96,C,C4,Perkin Elmer,3 years,RENT,65000.0,Verified,Aug-10,Charged Off,wedding,Wedding,023xx,MA,9.77,1,Feb-01,0,14,0,3,0,16810,85.70%,15,0.0,0.0,12999.18,12184.85,6231.39,2697.41,68.56763864,4001.81,680.3077,Oct-11,29.46,,Apr-16,0,0,0.0
26948,560745,721708,17500,17500,17291.43529,60,11.49%,384.79,B,B4,Fifth Third Bank,7 years,MORTGAGE,90000.0,Source Verified,Aug-10,Charged Off,debt_consolidation,Rob's cashflow helper,488xx,MI,12.75,0,Sep-97,0,0,0,9,0,16231,55.10%,36,0.0,0.0,14235.47,14058.45,9546.9,4688.57,0.0,0.0,0.0,Oct-13,95.62,,May-16,0,0,0.0
26960,528309,683258,15000,15000,13301.6,36,15.58%,524.26,D,D3,aldi ,1 year,RENT,65004.0,Not Verified,Aug-10,Charged Off,debt_consolidation,money,125xx,NY,14.23,0,Mar-99,3,32,0,14,0,3267,59.40%,36,0.0,0.0,9244.46,8394.49,2575.96,4893.53,26.15600618,1748.81,314.7858,Jan-13,600.77,,Jun-13,0,0,0.0
26985,560150,720996,25000,25000,24975.0,60,13.61%,576.67,C,C2,Capco,1 year,MORTGAGE,124800.0,Verified,Aug-10,Charged Off,credit_card,ETLoan,104xx,NY,19.28,0,Jun-97,1,0,0,6,0,46160,83.90%,23,0.0,0.0,34765.35,34730.84,23236.85,9769.23,28.79656137,1730.48,311.4864,Feb-16,865.02,,Apr-16,0,0,0.0
26993,551171,710334,5000,5000,5000.0,60,15.21%,119.51,D,D2,verizon wireless,2 years,MORTGAGE,29268.0,Verified,Aug-10,Charged Off,other,Household,358xx,AL,13.28,1,Dec-97,1,23,0,5,0,3667,43.10%,23,0.0,0.0,2361.88,2361.88,1122.49,1020.05,0.0,219.34,39.4812,Mar-12,119.51,,Jul-12,0,0,0.0
26996,560007,720818,9000,9000,8766.79,36,11.86%,298.33,B,B5,US Army,7 years,RENT,33600.0,Source Verified,Aug-10,Charged Off,credit_card,Credit Card Payoff,199xx,DE,19.86,0,Jul-04,2,0,0,7,0,10295,70.50%,18,0.0,0.0,2467.1,2450.91,1502.66,582.16,44.9491348,337.34,3.43,Mar-11,611.66,,Aug-11,0,0,0.0
27009,559838,720626,2500,2500,2500.0,36,13.23%,84.52,C,C1,State of Connecticut,10+ years,MORTGAGE,67200.0,Not Verified,Aug-10,Charged Off,major_purchase,freedom,067xx,CT,19.63,0,Mar-95,1,35,103,5,1,6715,58.40%,16,0.0,0.0,1815.17,1815.17,1335.58,438.89,0.0,40.7,0.42,Jun-12,84.52,,Oct-12,0,0,1.0
27010,558483,718928,10000,10000,10000.0,60,19.04%,259.63,F,F3,Onestop Internet,4 years,RENT,35000.0,Verified,Aug-10,Charged Off,debt_consolidation,CCdebt,925xx,CA,19.17,0,Jul-06,0,0,0,9,0,6205,91.50%,13,0.0,0.0,2742.51,2742.51,965.24,1363.51,0.0,413.76,4.09,May-11,259.63,,Oct-11,0,0,0.0
27015,559795,713811,6000,6000,5975.0,36,13.98%,205.01,C,C3,John Peter smith hospital,2 years,MORTGAGE,60000.0,Not Verified,Aug-10,Charged Off,other,Medical loan,762xx,TX,23.26,0,Nov-91,3,0,0,22,0,3952,42%,59,0.0,0.0,2507.1,2496.69,1726.14,729.42,0.0,51.54,0.0,Aug-11,205.01,,May-16,0,0,0.0
27020,559694,720464,20000,20000,18911.95,36,11.12%,655.92,B,B3,Wellington International Group,3 years,MORTGAGE,80400.0,Verified,Aug-10,Charged Off,home_improvement,Choosing Home Improvement,300xx,GA,22.69,0,Jan-96,1,0,0,12,0,42962,57.40%,26,0.0,0.0,6871.12,6567.16,1900.55,1072.4,32.52246154,3865.64,972.2008,Aug-11,100.0,,Aug-11,0,0,0.0
27025,546460,704672,12200,12200,12175.0,60,15.58%,293.97,D,D3,Major League Baseball Advanced Media,4 years,RENT,40800.0,Verified,Aug-10,Charged Off,credit_card,Refinance newlywed's credit cards,075xx,NJ,22.41,0,Sep-00,0,0,0,7,0,15831,69.90%,12,0.0,0.0,14992.47,14961.79,9702.24,5263.35,0.0,26.88,0.0,Nov-14,293.97,,May-16,0,0,0.0
27035,559560,720301,12000,12000,11400.0,36,7.88%,375.38,A,A5,Kenwood USA Corporation,3 years,RENT,57000.0,Not Verified,Aug-10,Charged Off,vacation,Travels in Europe,229xx,VA,13.96,0,Dec-95,1,0,0,9,0,1141,3.10%,31,0.0,0.0,5997.92,5697.76,4979.53,1018.39,0.0,0.0,0.0,Dec-11,375.38,,May-16,0,0,0.0
27040,559175,719791,3250,3250,3250.0,36,14.35%,111.64,C,C4,Pioneer Villa ,10+ years,RENT,26400.0,Not Verified,Aug-10,Charged Off,debt_consolidation,house ,973xx,OR,24.64,0,Mar-95,2,44,77,5,1,3257,85.70%,20,0.0,0.0,2675.76,2675.76,2006.56,669.2,0.0,0.0,0.0,Aug-12,111.64,,May-16,0,0,0.0
27047,559251,719930,4750,4750,4750.0,36,11.86%,157.46,B,B5,SEARS HOLDING CO.,10+ years,OWN,22440.0,Verified,Aug-10,Charged Off,major_purchase,ARCHERY,968xx,HI,23.74,0,Sep-87,0,27,0,4,0,0,0%,11,0.0,0.0,628.8,628.8,447.91,180.89,0.0,0.0,0.0,Dec-10,157.46,,Jun-11,0,0,0.0
27050,559232,719857,13000,13000,12975.0,60,15.58%,313.25,D,D3,Auto Club Of Southern California,4 years,RENT,109896.0,Source Verified,Aug-10,Charged Off,wedding,Wedding Loan,900xx,CA,12.28,0,Sep-00,0,35,0,11,0,13,0.20%,19,0.0,0.0,8952.6,8935.43,4629.64,3842.74,0.0,480.22,4.88,Dec-12,26.97,,Apr-13,0,0,0.0
27052,558619,719087,6000,6000,5500.0,36,7.51%,186.67,A,A4,University of Colorado at Boulder,< 1 year,RENT,50000.0,Not Verified,Aug-10,Charged Off,credit_card,Denver Loan 6k,802xx,CO,20.06,0,Aug-99,1,0,0,17,0,10452,22.10%,28,0.0,0.0,5797.0,5312.94,5072.14,700.99,0.0,23.87,1.9098,Mar-13,186.67,,May-16,0,0,0.0
27060,558838,719339,8000,8000,8000.0,60,15.58%,192.77,D,D3,ClubCorp of America,3 years,OWN,64200.0,Not Verified,Aug-10,Charged Off,house,Loan 1,922xx,CA,16.07,1,Feb-93,0,11,0,14,0,16559,55.20%,42,0.0,0.0,2245.09,2245.09,941.4,983.4,0.0,320.29,3.2,Jun-11,192.77,,Nov-11,0,0,0.0
27062,557710,718036,18800,18800,18725.0,60,19.41%,491.94,F,F4,Sayreville Board of Education,5 years,MORTGAGE,72000.0,Source Verified,Aug-10,Charged Off,debt_consolidation,debt consolidation,077xx,NJ,23.33,0,Jun-00,1,0,0,19,0,30198,69.10%,42,0.0,0.0,4426.0,4408.41,1799.42,2616.16,0.0,10.42,4.79,May-11,491.94,,May-16,0,0,0.0
27065,558974,714694,6000,6000,5975.0,60,19.41%,157.01,F,F4,coral ridge country club,4 years,RENT,22800.0,Verified,Aug-10,Charged Off,other,car repair,330xx,FL,11.47,0,Apr-05,0,0,0,4,0,4469,99.30%,7,0.0,0.0,1502.52,1496.28,506.05,745.87,0.0,250.6,2.43,Apr-11,157.01,,Sep-11,0,0,0.0
27069,558500,718949,4800,4800,4800.0,36,13.23%,162.27,C,C1,PS 503,4 years,RENT,38900.0,Not Verified,Aug-10,Charged Off,other,medical expenses,112xx,NY,14.04,0,Oct-98,2,47,0,10,0,10524,43.30%,12,0.0,0.0,5391.63,5391.63,4317.84,1031.52,14.98674678,27.29,0.54,Jun-13,162.27,,Dec-13,0,0,0.0
27081,558758,719246,5000,5000,5000.0,36,11.86%,165.74,B,B5,LAUSD,10+ years,MORTGAGE,78000.0,Verified,Aug-10,Charged Off,car,Auto Loan,935xx,CA,10.29,0,Oct-95,0,0,0,11,0,47122,78.80%,24,0.0,0.0,2374.95,2374.95,961.97,361.95,0.0,1051.03,206.5954,Apr-11,165.74,,Sep-11,0,0,0.0
27082,558644,719118,6250,6250,6025.0,60,10.38%,133.97,B,B1,New Mexico State university,10+ years,MORTGAGE,43596.0,Not Verified,Aug-10,Charged Off,car,Diego's car,880xx,NM,3.55,0,Dec-92,0,0,0,9,0,2553,23.60%,24,0.0,0.0,6564.53,6328.05,4836.52,1708.69,0.0,19.32,0.0,Sep-14,133.97,,May-16,0,0,0.0
27094,558608,719072,2400,2400,2400.0,60,15.58%,57.83,D,D3,HHKC,5 years,RENT,16008.0,Not Verified,Aug-10,Charged Off,debt_consolidation,Debt Consolidation,701xx,LA,10.79,1,May-85,3,22,0,10,0,1448,72.40%,19,0.0,0.0,2606.22,2606.22,1518.11,960.6,0.0,127.51,1.275100001,Mar-14,57.83,,Aug-14,0,0,0.0
27100,522691,676110,10000,10000,10000.0,60,17.56%,251.55,E,E4,Hi-Line Engineering,4 years,MORTGAGE,62000.0,Source Verified,Aug-10,Charged Off,debt_consolidation,Debt consolidation,296xx,SC,20.46,0,Feb-91,1,0,0,10,0,6539,45.10%,23,0.0,0.0,4024.33,4024.33,1875.26,2136.26,0.0,12.81,4.47,Jan-12,251.55,,May-16,0,0,0.0
27108,556159,716178,4000,4000,3500.0,36,16.32%,141.27,D,D5,FlightSafety International,10+ years,RENT,52392.0,Source Verified,Aug-10,Charged Off,other,Wedding Expenses,075xx,NJ,15.51,0,Jan-99,1,0,70,5,2,3208,97.20%,6,0.0,0.0,3340.69,2922.72,2324.11,920.5,0.0,96.08,1.07,Jul-12,141.27,,Dec-12,0,0,0.0
27113,558361,718788,12000,12000,11950.0,60,16.45%,294.7,E,E1,The SSI Group,2 years,MORTGAGE,32000.0,Source Verified,Aug-10,Charged Off,debt_consolidation,Consolidation,366xx,AL,5.36,0,May-93,1,0,0,5,0,4713,85.70%,9,0.0,0.0,11131.12,11084.87,5168.3,4260.65,0.0,1702.17,306.3906,May-13,32.32,,Aug-13,0,0,0.0
27132,558162,718554,4800,4800,4775.0,60,18.67%,123.65,F,F2,,5 years,RENT,20000.0,Verified,Aug-10,Charged Off,debt_consolidation,catchuploan,026xx,MA,11.56,0,Feb-99,2,59,0,3,0,0,0%,21,0.0,0.0,1148.95,1142.97,199.83,293.13,0.0,655.99,118.0782,Dec-10,123.65,,May-11,0,0,0.0
27141,558006,718376,3000,3000,3000.0,60,16.45%,73.68,E,E1,sutters place bay 101,6 years,RENT,30000.0,Verified,Aug-10,Charged Off,debt_consolidation,money honey,945xx,CA,23.04,0,Jul-97,1,27,0,6,0,5020,94.70%,14,0.0,0.0,1908.92,1908.92,1005.15,903.77,0.0,0.0,0.0,Oct-12,73.68,,May-16,0,0,0.0
27142,557997,402513,4750,4750,4750.0,60,13.61%,109.57,C,C2,Praxis Engineering,10+ years,MORTGAGE,110000.0,Not Verified,Aug-10,Charged Off,small_business,Income Producing Business Loan,208xx,MD,23.92,0,Oct-93,0,0,0,16,0,58280,44.90%,38,0.0,0.0,2513.9,2513.9,1450.71,1063.19,0.0,0.0,0.0,Jul-12,109.57,,May-16,0,0,0.0
27143,558003,718373,2000,2000,1700.0,36,15.58%,69.91,D,D3,KinderCare,2 years,RENT,14400.0,Source Verified,Aug-10,Charged Off,debt_consolidation,Smart loan,080xx,NJ,6.17,0,Jun-07,1,0,0,4,0,2191,81.10%,4,0.0,0.0,278.88,236.96,178.74,100.14,0.0,0.0,0.0,Dec-10,69.91,,May-16,0,0,0.0
27145,557202,717420,7400,7400,7400.0,36,17.56%,265.9,E,E4,The Carriage House Companies  Inc,3 years,MORTGAGE,35004.0,Not Verified,Aug-10,Charged Off,debt_consolidation,phoenix2010,402xx,KY,15.6,0,Dec-85,1,0,0,8,0,11688,98.20%,25,0.0,0.0,2924.26,2924.26,1859.88,1054.9,0.0,9.48,3.24,Jul-11,265.9,,May-16,0,0,0.0
27149,557926,718283,1200,1200,1200.0,60,15.58%,28.92,D,D3,grenoindustries,9 years,MORTGAGE,24000.0,Not Verified,Aug-10,Charged Off,debt_consolidation,pat ,120xx,NY,0.0,0,Jul-92,0,37,0,2,0,0,0%,4,0.0,0.0,795.15,795.15,408.31,341.53,0.0,45.31,0.48,Oct-12,28.92,,Mar-13,0,0,0.0
27150,522022,675216,6000,6000,5925.0,60,10.38%,128.61,B,B1,,,OWN,40000.0,Not Verified,Aug-10,Charged Off,educational,Education Loan,907xx,CA,4.29,0,Jul-77,0,0,0,5,0,1611,5.40%,21,0.0,0.0,6146.4,6069.56,4290.75,1598.55,15.0,242.1,2.421,Jun-14,128.61,,Nov-14,0,0,0.0
27155,557811,718150,3600,3600,3600.0,60,15.58%,86.75,D,D3,W. P. Carey,5 years,RENT,46000.0,Not Verified,Aug-10,Charged Off,other,Debt Consolidation,100xx,NY,19.57,1,Oct-00,0,20,0,12,0,7826,52.20%,22,0.0,0.0,4768.73,4768.73,3515.68,1253.05,0.0,0.0,0.0,Jun-13,1911.36,,May-16,0,0,0.0
27161,544973,702935,4800,4800,4300.0,36,15.58%,167.77,D,D3,South middlesex regional school,4 years,RENT,63996.0,Not Verified,Aug-10,Charged Off,other,Credit builder,017xx,MA,10.5,0,Mar-99,1,32,0,4,0,0,0%,11,0.0,0.0,2182.59,1954.85,1356.92,652.36,14.96960124,158.34,1.69,Aug-11,167.77,,Mar-16,0,0,0.0
27166,557691,718013,5000,5000,5000.0,60,10.75%,108.09,B,B2,AMO,5 years,MORTGAGE,90000.0,Source Verified,Aug-10,Charged Off,debt_consolidation,Ayoung48,925xx,CA,8.67,0,Aug-04,1,0,0,8,0,1898,13.40%,9,0.0,0.0,3298.94,3298.94,2083.83,1048.17,0.0,166.94,1.85,Jan-13,108.09,,Jun-13,0,0,0.0
27171,515798,666706,7500,7500,7500.0,60,18.67%,193.2,F,F2,Sonoco Products Company,3 years,MORTGAGE,57000.0,Source Verified,Aug-10,Charged Off,car,"Car, Home Improvement, Other Loan",030xx,NH,3.64,0,May-01,3,0,0,4,0,1033,86.10%,5,0.0,0.0,1738.49,1738.49,645.45,1078.06,14.97623671,0.0,0.0,Jun-11,195.68,,Apr-16,0,0,0.0
27211,557061,717249,2800,2800,2300.0,36,15.21%,97.36,D,D2,city of los angeles,10+ years,RENT,80000.0,Not Verified,Aug-10,Charged Off,other,personal,917xx,CA,9.57,0,Mar-91,0,0,107,7,1,10869,98.80%,13,0.0,0.0,2767.78,2270.94,2052.86,658.38,0.0,56.54,0.71,Dec-12,97.36,,May-13,0,0,1.0
27219,556908,717065,7000,7000,6500.0,36,11.49%,230.8,B,B4,Dept of Commerce,1 year,RENT,62400.0,Source Verified,Aug-10,Charged Off,credit_card,Macys Card Refinance,930xx,CA,8.77,0,Dec-99,0,0,0,9,0,2755,18.80%,11,0.0,0.0,2061.6,1913.69,328.09,132.07,0.0,1601.44,560.6365,Oct-10,230.8,,May-16,0,0,0.0
27230,542592,700178,10000,10000,10000.0,60,15.58%,240.96,D,D3,Alerio Technology Group,< 1 year,RENT,44400.0,Source Verified,Aug-10,Charged Off,educational,Learning and Training,800xx,CO,10.62,0,Feb-87,0,0,87,6,1,9743,65%,21,0.0,0.0,11659.8,11659.8,7667.16,3992.64,0.0,0.0,0.0,Jul-14,34.05,,May-16,0,0,1.0
27231,556787,716929,8500,8500,8500.0,60,17.19%,212.12,E,E3,,,RENT,24468.0,Verified,Aug-10,Charged Off,credit_card,Credit card consolidation,947xx,CA,15.11,0,Dec-99,0,0,0,5,0,9299,89.40%,5,0.0,0.0,4404.57,4404.57,1951.08,2066.66,0.0,386.83,3.56,Mar-12,212.12,,Aug-12,0,0,0.0
27233,556727,716861,18000,18000,17975.0,60,10.75%,389.13,B,B2,Ulta,2 years,MORTGAGE,47000.0,Verified,Aug-10,Charged Off,debt_consolidation,the loan,729xx,AR,22.01,0,Sep-85,1,0,0,21,0,2209,7.20%,60,0.0,0.0,14007.42,13987.97,9623.16,4374.72,0.0,9.54,0.0,Aug-13,389.13,,May-16,0,0,0.0
27239,556232,716264,9000,9000,8975.0,60,15.21%,215.11,D,D2,indiana harbor belt railroad,5 years,MORTGAGE,85200.0,Not Verified,Aug-10,Charged Off,debt_consolidation,Debt Consolidation Loan,604xx,IL,14.59,0,Nov-99,0,0,0,10,0,32661,92.80%,22,0.0,0.0,4086.07,4074.82,2146.09,1923.71,0.0,16.27,0.0,Mar-12,215.11,,May-16,0,0,0.0
27252,556374,716441,24000,24000,23950.0,36,16.45%,849.12,E,E1,Benefitfocus,3 years,RENT,68250.0,Verified,Aug-10,Charged Off,debt_consolidation,Edward's Debt Consolidation,294xx,SC,15.09,0,Apr-98,1,0,0,6,0,28569,96.10%,11,0.0,0.0,10189.39,10168.23,6721.35,3448.65,0.0,19.39,7.17,Aug-11,849.12,,May-16,0,0,0.0
27267,554025,713758,11000,11000,10236.0,36,13.98%,375.85,C,C3,,,OWN,34000.0,Source Verified,Aug-10,Charged Off,debt_consolidation,consolidate,124xx,NY,8.93,1,Dec-73,0,5,0,4,0,1099,4.30%,12,0.0,0.0,3789.1,3789.1,2599.89,1151.65,37.55756389,0.0,0.0,Jun-11,770.49,,Aug-11,0,0,0.0
27268,555995,715984,24250,24250,24200.0,60,17.56%,610.01,E,E4,Pemco Insurance ,6 years,MORTGAGE,66840.0,Verified,Aug-10,Charged Off,debt_consolidation,debt consolidation,980xx,WA,16.82,0,Jan-99,1,0,0,10,0,21778,73.40%,37,0.0,0.0,24704.73,24653.85,6191.42,6618.35,0.0,11894.96,561.1752,Jun-12,58.8,,Aug-12,0,0,0.0
27276,554767,714562,9000,9000,9000.0,60,15.58%,216.86,D,D3,Museum of Contemporary Art,3 years,RENT,41004.0,Source Verified,Aug-10,Charged Off,other,Lending Tree Loan,606xx,IL,18.93,1,Feb-98,3,16,0,7,0,3173,42.30%,22,0.0,0.0,12297.9,12297.9,8148.32,3976.52,0.0,173.06,31.1508,Apr-15,216.86,,Sep-15,0,0,0.0
27281,556006,715998,12000,12000,11400.0,36,10.38%,389.36,B,B1,Financial Debt Relief ,3 years,OWN,56600.0,Verified,Aug-10,Charged Off,home_improvement,house,347xx,FL,6.51,0,Jul-95,5,0,0,8,0,8717,28.70%,52,0.0,0.0,5859.98,5566.74,4484.34,1356.19,19.44154385,0.0,0.0,Dec-11,416.18,,Apr-16,0,0,0.0
27295,535554,692000,4500,4500,4400.0,60,16.45%,110.52,E,E1,Dixon Valve,5 years,RENT,27600.0,Source Verified,Jul-10,Charged Off,major_purchase,camaro,216xx,MD,22.65,0,May-96,1,38,0,7,0,3023,67.20%,15,0.0,0.0,2823.17,2760.38,1372.36,1271.72,0.0,179.09,1.8,Aug-12,110.52,,Feb-13,0,0,0.0
27303,554929,714737,25000,25000,24600.0,60,11.86%,554.35,B,B5,panalpina,10+ years,MORTGAGE,102000.0,Verified,Aug-10,Charged Off,debt_consolidation,consolidation,115xx,NY,10.82,0,Oct-92,0,0,0,15,0,10632,19%,30,0.0,0.0,30283.64,29798.68,21738.15,8114.68,0.0,430.81,77.5458,Mar-15,554.35,,Mar-16,0,0,0.0
27309,509004,656873,20500,20500,20325.0,60,19.04%,532.24,F,F3,Mitsui Foods,3 years,MORTGAGE,54889.0,Verified,Aug-10,Charged Off,debt_consolidation,Life saver,070xx,NJ,18.63,0,Aug-96,0,0,0,10,0,9048,74.90%,36,0.0,0.0,5322.06,5276.65,2213.45,3108.61,0.0,0.0,0.0,Jul-11,25.1,,May-16,0,0,0.0
27311,555383,715274,10000,10000,9925.0,60,15.58%,240.96,D,D3,PRC,10+ years,MORTGAGE,56898.0,Verified,Aug-10,Charged Off,wedding,Young Couple looking to get married,330xx,FL,7.26,0,Jun-95,1,62,0,12,0,4027,60.50%,17,0.0,0.0,8031.63,7971.47,4362.94,3328.26,0.0,340.43,3.45,Apr-13,240.96,,Oct-13,0,0,0.0
27319,554342,714103,2100,2100,2100.0,60,13.61%,48.44,C,C2,brickers famous fries,4 years,MORTGAGE,48000.0,Not Verified,Jul-10,Charged Off,car,car loan,173xx,PA,18.5,0,Jul-93,0,26,0,10,0,42720,23.10%,41,0.0,0.0,2234.31,2234.31,1469.99,749.34,14.98257061,0.0,0.0,Jun-14,48.44,,May-16,0,0,0.0
27320,555232,715101,7000,7000,6900.0,60,15.21%,167.31,D,D2,Scott E Bittler,10+ years,RENT,32000.0,Not Verified,Jul-10,Charged Off,debt_consolidation,brooklyn,238xx,VA,20.93,0,Jul-00,2,0,101,12,1,11373,68.20%,21,0.0,0.0,834.15,822.2,401.86,432.29,0.0,0.0,0.0,Jan-11,167.31,,May-16,0,0,1.0
27321,555237,708976,10000,10000,9925.0,60,17.56%,251.55,E,E4,U.S. Air Force,5 years,RENT,44000.0,Verified,Aug-10,Charged Off,other,To combine my bills,935xx,CA,13.04,0,Sep-04,2,70,0,5,0,396,5.60%,12,0.0,0.0,5047.99,5010.03,2271.21,2507.5,0.0,269.28,3.04,Apr-12,30.02,,Aug-12,0,0,0.0
27322,555219,715082,11000,11000,10897.77,60,15.58%,265.06,D,D3,ADVANCED DATA SYSTEMS,10+ years,MORTGAGE,40000.0,Not Verified,Jul-10,Charged Off,debt_consolidation,CC CONSOLIDATION,604xx,IL,1.64,0,Feb-91,3,0,0,8,0,8860,94.30%,30,0.0,0.0,3604.32,3566.82,1573.78,1601.78,0.0,428.76,4.35,Aug-11,265.06,,Jan-12,0,0,0.0
27354,554783,714579,19600,19600,19475.0,60,16.82%,485.22,E,E2,ups,10+ years,RENT,56400.0,Verified,Aug-10,Charged Off,debt_consolidation,debt consolidation,902xx,CA,19.68,0,Aug-96,0,42,0,9,0,8745,84.10%,16,0.0,0.0,5820.07,5782.93,2715.69,3104.38,0.0,0.0,0.0,Sep-11,30.6,,May-16,0,0,0.0
27383,554275,714023,18000,18000,17875.0,60,16.32%,440.8,D,D5,QUICK STOP OIL CHANGE & TUNE UP,6 years,OWN,48000.0,Source Verified,Aug-10,Charged Off,debt_consolidation,DEBT FREE WOO HOO,333xx,FL,20.45,0,Jan-94,0,0,93,11,1,18676,57.80%,31,0.0,0.0,2967.07,2946.49,1005.12,1194.73,0.0,767.22,7.48,Jan-11,440.8,,May-16,0,0,1.0
27385,554237,713995,25000,22000,20774.99528,36,11.86%,729.25,B,B5,,,MORTGAGE,72000.0,Source Verified,Aug-10,Charged Off,small_business,pizza loan,891xx,NV,11.45,0,Jul-75,1,0,0,24,0,85005,13.90%,43,0.0,0.0,7655.38,7228.26,3679.37,1409.7,0.0,2566.31,465.4808,Mar-11,729.25,,Aug-11,0,0,0.0
27393,548059,706658,16800,16800,16586.17,60,15.95%,408.1,D,D4,SHS,5 years,RENT,74004.0,Verified,Jul-10,Charged Off,debt_consolidation,debt gone,177xx,PA,24.52,1,Dec-97,0,15,0,12,0,15556,84.30%,38,0.0,0.0,4748.14,4470.36,1959.08,2114.72,0.0,674.34,6.74,Jun-11,408.1,,Nov-11,0,0,0.0
27421,553732,713433,10750,10750,10641.80963,60,13.98%,250.03,C,C3,St John's EMS,2 years,RENT,36000.0,Source Verified,Jul-10,Charged Off,debt_consolidation,Debt Consolidation,658xx,MO,21.73,1,Dec-00,2,18,0,10,0,14967,66.20%,29,0.0,0.0,2248.11,2211.57,1175.79,1072.32,0.0,0.0,0.0,May-11,250.03,,May-16,0,0,0.0
27424,553726,713425,14500,14500,14246.80455,60,15.95%,352.23,D,D4,LABIOMED,10+ years,RENT,27408.0,Source Verified,Aug-10,Charged Off,debt_consolidation,DEBT CONSOLIDATED,907xx,CA,13.09,0,Oct-85,0,0,0,3,0,10840,96.40%,14,0.0,0.0,10213.07,10030.47,5571.08,4641.99,0.0,0.0,0.0,Feb-13,50.46,,May-16,0,0,0.0
27431,553657,713345,22800,22800,15874.99524,60,17.19%,568.98,E,E3,McLaren Regional Medical Center,6 years,MORTGAGE,144500.0,Source Verified,Jul-10,Charged Off,credit_card,Pharmacist Credit Card Refinance Loan,484xx,MI,8.87,0,Jan-97,0,0,0,9,0,31058,85.10%,16,0.0,0.0,5542.15,3855.98,1462.51,3048.51,71.44836984,959.68,9.45,Jul-11,602.78,,Aug-11,0,0,0.0
